Europejska Wspólnota Węgla i Stali			
w Chicago			
z Ameryki Południowej	z Ameryki Płd.		
Rafael Santi			
Wełtawa			
w 1821			
Ślęża			
liczebnik			
Watykanu			
tetroda			
osiem	8		
jedną setną	setną	0,01	
„Bismarck”			
do Morza Czarnego			
z młodej			
szesnastkowy			
Ludwig van Beethoven	Beethoven		
Pierce Brosnan			
ultradźwięków			
samowar			
Kazimierz Barcikowski			
w Ameryce Północnej	Ameryka Płn.		
Krak			
w średniowieczu			
tak			
jest bezbarwny	żaden	nie ma koloru	
w Mediolanie			
Eris			
z dwudziestu trzech	23		
na terenie Słowenii	w Słowenii		
wachlarz			
Rosynant	Rocinante		
Długi Targ			
nie			
suchoty	gruźlica		
Mieszko II Lambert	Mieszko II		
po śniegu			
„Obrazki z wystawy”			
Tajwan			
z Andaluzji			
George Gordon Byron	Byron		
nie			
uzdrowienie			
zgromadzenie kardynałów	kardynałów		
Robert Redford i Paul Newman	Paul Newman i Robert Redford	Redford i Newman	Newman i Redford
abakany			
w Wielkiej Brytanii	w Anglii		
Southampton			
Nowego Jorku	Nowy Jork		
o Atlantydzie			
z niemieckiego			
w 1000			
pozytywizm			
dwa rogi	2		
tak			
nigdy	wcale	zero	0
Salomona	Jerozolimskiej		
z wieprzowiny			
kochanki			
Partii Konserwatywnej			
Wincenty			
Wezuwiusza			
w Indiach			
Stefana Jaracza	Jaracza		
tak			
w 1918			
w Tatrach	Tatry		
kareta			
Rio de Janeiro	Rio		
Kojaka	Theo Kojaka		
Francja			
gruszki			
Bieszczadów			
greckiego	greki		
Francis Ford Coppola			
w Barcelonie			
trzydzieści pięć	35		
we Włoszech	Włochy		
w Nowym Jorku			
Hańcza			
Mikołaj II Aleksandrowicz Romanow			
Białorusi			
tak			
Krzysztof Kieślowski			
Ramzes			
w 1943			
1 kg	kilogram		
potasu			
konstytucja	konstytucja Rzeczypospolitej Polskiej		
w XVI	16		
w Pałacu Namiestnikowskim			
tak			
Interpol			
Łucja Prus	Prus		
Andrzej Sapkowski			
Świna			
Adam Mickiewicz			
nad Morzem Północnym	Północnym		
siedem	7		
dziki			
św. Łukasz	Łukasz Ewangelista		
z piętnastu	15		
Józef Piłsudski			
list gończy			
tak			
skarabeusza			
„Washington Post”			
Order Orła Białego			
cisza			
Zygmunta I Starego			
Serhij Bubka	Bubka		
dioda			
Ewa			
35 lat	35		
Oda Dytrykówna			
z Portugalii			
skaner			
Charles de Gaulle	de Gaulle		
tak			
dwie	2		
w Czechach			
tak			
drezyna			
w Kanadzie			
w Mekce	Mekka		
na cmentarzu Monte Cassino	pod Monte Cassino		
z Australii			
w 1948			
na Morzu Karaibskim	na Karaibskim		
na Marsie	Mars		
Nefretete			
„Ogniem i mieczem”			
w Bydgoszczy			
cztery	4		
Gabriel Fahrenheit			
w Rzymie	Rzym		
aklamacja			
Galilejczyku, zwyciężyłeś!			
melancholik			
trzustka			
w Maroku			
w Chinach			
Hugo Kapet			
marcowa			
z dwunastu	12		
Persów			
„Wesoła wdówka”			
trzy	3		
Grenlandia			
analfabeta			
wewnątrz ciała			
Helios			
James Dean	Dean		
rowerzysta			
dwadzieścia siedem	27		
bajki			
Herakles			
Australię			
Kleopatra			
Martin Eden			
ogarek			
Wielka Armada			
nad Wartą			
w XX	20		
wolej			
dziennik			
Jonasz Kofta	Kofta		
w Pekinie			
recesja			
w Los Angeles			
aktualizm			
„Doktor Żywago”			
uwodziciela			
daktyloskopia			
Warszawski Krzyż Powstańczy			
na przylądku Rozewie	Rozewie		
126p			
Kazimierza Wielkiego			
bandyta			
do Szwecji			
Maria Czubaszek			
modem			
z chłopstwa	chłopi		
aperitif			
Flora			
Giuseppe Garibaldi	Garibaldi		
w Tokio			
w Niemczech			
napięcie elektryczne	napięcie		
w województwie podlaskim	w podlaskim		
w 2013			
Tomasz Hopfer	Hopfer		
Dowódca floty Stanów Zjednoczonych na Pacyfiku	Dowódca floty USA		
kleptomania			
w IV			
Hodon	margrabia Hodon		
Pustynia Błędowska			
pod Legnicą			
sabat			
nie			
Andriej Gromyko	Gromyko		
jen			
monogamiczne			
cztery	4		
Organizacji Harcerzy ZHP	Związku Harcerstwa Polskiego	harcerzy	
żaden			
bessa			
świętego Graala	Graala		
Duszanbe			
kenozoiku			
z angielskiego			
8 minut i 20 sekund	8 minut		
nie			
klasycyzmu			
tak			
królewska			
do Atlantyku	do Atlantyckiego		
prawo kanoniczne			
Stambuł			
Albert Camus	Camus		
bigowanie			
cztery	4		
Trubadurzy			
w 1864			
guwernantką			
w Tosce			
św. Cyryl	Cyryl i Metody		
nie			
dromadery			
Józef i Andrzej Załuscy	Załuscy		
Kaliningrad			
czernina			
być zaręczonym			
w białym			
Sarajewo			
Louis Blériot	Bleriot		
nie			
w 1847			
w IV p.n.e.			
w XIV	14		
nie			
jednego	1		
kamienie milowe			
Nagasaki			
Melchior Wańkowicz			
Nike			
jazz-rock			
żadnych	zero		
kwadrat			
tak			
Kanady			
w Quebeku	Quebec		
obligacja			
„Warszawska Jesień”			
ogniskowa			
w XIX	19		
a sam smoli			
„Ranczo”			
gotyk			
nieparzysta			
Francji	francuskie		
maczuga			
Zenon z Kition			
w 1919			
w XV	15		
bakteryjna			
Jowisz			
czerwony			
ladino			
trzeciej	3		
Gieorgij Żukow	Żukow		
do standardowych			
dwadzieścia cztery	24		
łaciną	łacińskim		
Pablo Escobara			
Krystian Zimerman			
Francisco Goya	Goya		
kasztany			
Izyda			
łyżka i widelec	widelec i łyżka		
Giaur	w „Giaurze”		
Wojciech Żukrowski			
Nil			
wilki			
przed naszą erą			
dwa	2		
Korsyka			
w zmartwychwstanie Jezusa Chrystusa	że Jezus żyje		
idiom			
Elba			
Pitagoras			
Ministerstwa Spraw Zagranicznych	MSZ		
Gruzją			
„Chory z urojenia”			
dwa	2		
ozonosfera	warstwa ozonowa	powłoka ozonowa	
Belgia			
ssakiem			
w sierpniu			
Amerykę Północną	Amerykę Płn.		
kipu			
niebieskiego			
zygota			
dwie	2		
Alicja			
nów			
dwie	2		
kierowców			
nie			
z Włoch			
angelologia			
Obywatel G.C.			
wykrzyknikiem	!		
z Ameryki Południowej	z Ameryki Płd.		
w „Lalce”	„Lalka”		
w 1789			
żywica			
Alaska			
w Egipcie	Egipt		
mnożenia			
nie			
holenderskiej	Holendrzy		
więcej niż osiem	więcej		
flory			
od jaja	od początku		
listopadowego			
Erwin Rommel			
św. Franciszek			
Leonard Bernstein			
w XVIII	18		
warzyw			
Kazimierz IV Jagiellończyk			
nie			
The Beatles			
Samuel Colt	Colt		
nie			
nadgarstek			
makutra			
nie			
dziesięć	10		
Rembrandt van Rijn			
krynolina			
Jan Styka i Wojciech Kossak	Wojciech Kossak i Jan Styka		
w XXI	21		
rowerem			
Królestwo Kongresowe			
Marna			
tak			
we Lwowie			
koniuszy			
Familia			
Jalu Kurek			
damski			
Persji			
poliglota			
magnetowid			
w 1916			
„Requiem”			
Ryszard Kaczorowski			
Ewelina Hańska	Hańska		
Holandii			
z Karkonoszami			
Mao Zedong	Mao Tse Tung		
w XIX	19		
złoty samowar			
Stefana Żeromskiego			
do Włoch			
ojcem	ojciec		
Mysłowic			
ciśnienia			
Neptun			
Grecji			
w dominie	domino		
sześć	6		
Federico Felliniego	Fellini		
Benedyktynów			
z drugiej	2		
Oświęcimia			
w XI	11		
Autostrada Słońca	Autostrada del Sole		
z Hiszpanii			
francuskiej			
magmowa			
w Magdalence			
na gitarze elektrycznej	na gitarze		
prokurator			
rodzaj kurtki			
w 1917			
w XVI	16		
piętnaście	15		
łyko			
kamienia			
Zbigniew Preisner	Preisner		
św. Krzysztof			
Alfred Nobel	Nobel		
Kasia Kowalska			
dwadzieścia trzy	23		
w Dęblinie			
nie			
Stanisława Wojciechowskiego			
kobiecego			
na Sycylii			
w XIX	19		
w XVI	16		
w łódzkim			
niższa od zera stopni Celsjusza	niższa		
węgila			
choroba morska			
implant wewnątrznaczyniowy			
w Dallas			
„Kabaret Starszych panów”			
kto? co?			
islam			
zachodniopomorskiego			
w XIX	19		
nie			
w dolnośląskim			
tęcza			
Weronika			
z ryżu			
w 1941			
Finlandii			
Faust			
jeden	1		
„Władca much”			
francuskojęzycznego			
człowiek twórca			
Bartolomeo Cristofori	Cristofori		
od Nowej Zelandii			
w Anglii			
Niemcy			
tak			
tak			
prawosławny			
Jonathan Swift	Swift		
Jarosław Kaczyński			
nad Czarną Hańczą			
w XIX	19		
Abbeville			
maluch	mały fiat		
Norwegia			
Dziennik Telewizyjny	Dziennik		
8,90 m			
Merkury			
zero			
nie ma rąk	nic		
Tadeusza Kościuszki	Kościuszki		
John Logie Baird	Baird		
Albańczycy			
na gorącym			
Richard Trevithick			
Melpomene			
Jan Miodek			
w Egipcie			
tak			
być albo nie być			
Juliusz Verne	Verne		
„Eurythmics”			
dziekan			
tak			
Brytyjczycy	Anglicy		
po I wojnie światowej	po I wojnie	po pierwszej	1
Kreon			
nie			
Queen			
przed naszą erą			
ruda			
rusznikarz			
boks			
prorocza			
trójkąt			
Hanna Gronkiewicz-Waltz			
szesnaście	16		
przed			
w Wielkiej Brytanii	w Anglii		
miesięcznik			
Atatürk	Mustafa Kemal Atatürk		
w XIII	13		
rybki akwariowe			
maska			
prawą	prawą stroną jezdni		
Siergiej Korolow	Korolow		
nad Morzem Czarnym	Czarnym		
Zygmunt III Waza			
Atos			
Modest Musorgski			
ametyst			
Kurt Waldheim			
United Nations Relief and Rehabilitation Administration	UNRRA		
piłkę nożną	był piłkarzem		
Krzysztof Kieślowski			
w Ameryce Południowej	Ameryka Płd.		
w 1970			
tak			
bylina			
w Krakowie			
we Wrocławiu			
dwóch lat	2 lata		
Stefan Batory	Batory		
płynnym złotem			
w lombardzie			
Lazurowe Wybrzeże			
z pustego			
tak			
Paweł Edmund Strzelecki	Strzelecki		
ten, który trwa 100 minut	100 minut	1	
Witkacy	Stanisław Ignacy Witkiewicz	Witkiewicz	
ambona			
Juliusz Machulski			
tak			
w XIV	14		
saturacja			
bakszysz			
około tysiąca	tysiąc		
Włoch			
Tatarzy	wojska tatarskie	Mongołowie	wojska mongolskie
koturny			
książę Wellington	Arthur Wellesley		
Kwirynał			
w Gdańsku			
z soi	soja		
fiordy			
w zachodniopomorskim			
izotermy			
tak			
tak			
stopa			
tlenki			
w 1914			
21 lat			
prolaktyna	laktotropina		
amper			
Ronald Reagan			
Hydra			
Mikołaj I Romanow			
nie			
gromada			
hołubiec			
Aramis			
Tales z Miletu	Tales		
Zygmunt Freud	Freud		
Annapurna			
Wembley			
w Wietnamie			
Włochy			
dwie	2		
tak			
romantyzmu			
we Włoszech	Włochy		
nie			
Ferdinand Foch	Foch		
dziewięciu	9		
na lirze			
sześcian			
order Virtuti Militari			
gardło			
Kuby			
nadir			
w Danii			
tartak			
Holandia			
ciżma			
wielokomórkowym			
szylkret			
nie			
w 988			
ryż			
chlorofil			
w jamie ustnej	w ustach		
Junonie			
o Bolesława Prusa			
Dynastia Piastów	Piastowie		
Adam Koc	Koc		
czterdzieści pięć	45		
w Afryce			
Michaił Łomonosow			
Sherlocka Holmesa			
odcinały prawą pierś			
ambasada			
reggae			
„Monitor”			
Otto Lilienthal			
do królestwa roślin	roślin		
Turbacz			
z jedenastu	11		
w pchnięciu kulą			
na cymbałach			
po łacinie			
Parys			
tak			
Mongolii			
tak			
Phileas Fogg	Filip Fogg	Fileas Fogg	Fogg
Vincent van Gogh	van Gogh		
katalizator			
Babinicz			
tak			
kambr			
z Francji			
pawlacz			
Lehman Brothers			
falanga			
esperanto			
raz	jeden raz		
rewaloryzacja			
suwak			
żółtego			
Bayreuth			
przez Jezioro Bodeńskie			
tak			
„Ludzie bezdomni”			
do pomiaru czasu	czasu		
Heleny Modrzejewskiej			
złotego			
„Mistrz i Małgorzata”			
nie			
on			
nad Morzem Czerwonym	Czerwonym		
w XVIII	18		
w Londynie			
Turcji			
w Sankt Petersburgu			
Akira			
Finlandia			
akcji			
z Akwinu			
w USA	w Stanach Zjednoczonych		
Prus			
„Kingsajz”			
drzewem iglastym	iglastym		
lekarzu, lecz się sam			
źrenica			
po I wojnie światowej	po I wojnie	po pierwszej	1
bałwan			
w pomorskim			
Discovery			
w 1944			
w Nowym Jorku			
powstania styczniowego	styczniowego		
Mosad			
Biała Wisełka			
łożyska			
ze Stuartów			
Romeo			
myje			
Etna			
pumpy			
Gajusz Juliusz Cezar			
FIS			
Ludwik Solski	Solski		
tranzystor			
gąsienice			
Doktor Żywago			
antypatia			
Genewa			
pułkownika			
Poloniusz			
do Czechosłowacji			
Jezus Nazarejczyk Król Żydowski	Iesus Nazarenus Rex Iudaeorum		
jeden	1		
w 1929			
baby kamienne			
CDU			
Tadeusza Kościuszki	Kościuszki		
banjo			
na półkuli wschodniej	na wschodniej		
w Paryżu			
Gutenberg			
tak			
co cztery	4		
Feldmarszałek Wilhelm Keitel			
czajki			
Wiktor Suworow			
Monika			
Karol Darwin	Darwin		
„Pamiętnik starego subiekta”			
Paul			
z dwudziestu czterech	24		
Jazz Jamboree			
z Afryki			
paulini			
beta-karoten			
bukiet			
pływa			
dwadzieścia	20		
kościołowi			
archozaury			
w delcie Wisły	Wisły		
pleonazm			
Neil Armstrong			
Kordian			
dolar			
Michael H. Hart	Hart		
Kaliope			
z maku	mak		
Otton III			
w Polsce			
prawnikiem			
polonez			
we Wrocławiu			
z drzew iglastych	z iglastych		
O			
Bermudy			
Zygmunt III Waza			
płazem			
trzydzieści trzy	33		
osiem	8		
USA	Stanów Zjednoczonych		
Uniwersytet Wileński	Wileński		
tak			
Kozacy			
Roman Polański			
albinos			
do Chin			
monitor komputerowy			
tak			
szybsze			
boomu			
Gucio			
za oszustwa podatkowe			
Bronx			
Charles Lindbergh			
dominikańczyk			
przed Chrystusem	przed	przed naszą erą	
Beata Kozidrak			
Rudy 102	„Rudy”		
bratem Zeusa	bratem		
tak			
w XV	15		
Jacek Kuroń			
baktrian			
autochton			
Borys Jelcyn			
modem			
kutia			
Vivaldi			
w 1912			
Salamina			
„Nirvana”			
na górze Olimp	na Olimpie		
oczu	oka		
Francis Drake	Drake		
Dawid			
trawą			
Sulejman			
twarz	głowę		
nie			
Samoobrona			
Wczele			
w pchnięciu kulą			
Panteon			
Stefan Batory	Batory		
tak			
Neron			
Kazimierz Kaczor	Kaczor		
republiką			
nie			
beton			
z Bazyliki św. Piotra			
„Wirujący seks”			
Irwina Shawa	Shawa		
nasiona			
w XIX	19		
diament			
przyspieszenie			
paleozoik			
Pieśń o spustoszeniu Podola przez Tatarów			
Marco Polo			
okrągły			
kiełbasa			
wybierany przez mieszkańców			
„The Beatles”			
Hannibal			
tak			
i one			
z jęczmienia			
Słońce			
spójnik			
Kometa Halleya			
Burboni			
osiem	8		
Republika			
tylko w liczbie mnogiej			
w XI	11		
Ella Jane	Ella		
stany			
bratem			
City	City of London		
do Morza Północnego	Północne		
Warta			
jeden	1		
w Paryżu			
rupia			
Neptun			
medycyny			
strunowy szarpany			
w XIX	19		
owiec			
w Karkonoszach			
Star Trek			
Antoine Lavoisier			
Pigmeje			
kukułki			
lany poniedziałek			
w USA	w Stanach Zjednoczonych		
ksiądz Jan Twardowski	Twardowski		
w XII	12		
ciśnienie			
Mel Gibson			
karat			
do Bułgarii			
w Dreźnie	Drezno		
w Paryżu			
z dwóch	z dwu	2	
rumb			
w Luwrze	Luwr		
delta			
co tydzień	co sobotę	w każdą sobotę	
Wieża Tokijska	Tokyo Tower		
ścięgno Achillesa			
Pakistanu			
litosfera			
matematyką			
Priam			
o Powstaniu Warszawskim	Warszawskim		
dendroklimatologia			
reklamy	marketingu		
Gwiazda Polarna			
Charon			
tak			
cztery	4		
dwa	2		
w XIX	19		
libretto			
w 1901			
z szesnastu	16		
ludobójstwo			
Marcin Luter	Luter		
Sherlock Holmes			
w Europie			
szklana			
we Włoszech	Włochy		
talmud			
w Stambule			
legiony			
gladiatorzy			
cztery	4		
Tagu			
promil			
Szklarski			
rachunek sumienia	sumienia		
Adama Mickiewicza			
azotu			
Friedrich Krupp AG	Krupp		
antonim			
Helmut Schmidt			
Pacyfik			
Erytrea			
macierzanka			
jeden za wszystkich, wszyscy za jednego			
w Japonii			
fonetyka			
ten sam w nie wpada			
pod Parkanami			
na terenie Pakistanu			
Józef Chychła			
nie			
Papuasi			
Karta Narodów Zjednoczonych			
z aramejskiego			
C			
dzień gniewu			
„Dziewczyna Szamana”			
Richard Chamberlain			
cztery	4		
La Scala			
Augiasz			
odległości			
Tallinn			
w Wielkiej Brytanii	w Anglii		
ciecz			
sekularyzacja			
z Mongołami	z wojskami mongolskimi	z Tatarami	z wojskami tatarskimi
rolnictwo ekologiczne			
John Steinbeck			
Mountbatten			
doktora habilitowanego	dr hab.		
z Tudorów	Tudorowie		
Marcello Bacciarelli	Bacciarelli		
Czerwoni Khmerowie			
w tenisie			
z wiśni			
równik			
nie			
morena			
Katarzyna II Wielka			
tobogan			
nie			
Kazimierz Odnowiciel			
ogień			
nikt			
w Trójce	w trzecim	3	
John Travolta			
tak			
żużel			
jałtańskiej	na konferencji jałtańskiej	w Jałcie	
szczawniczanin			
oligarchia			
Wettynów			
w dziedzinie literatury	literatura		
więcej niż 80 lat	więcej		
witraż			
Juliusz Cezar			
jeden obol	1 obol		
desant			
pięć	5		
nie			
papieża			
po I wojnie światowej	po I wojnie	po pierwszej	1
nie			
na skrzypcach	skrzypce		
tak			
fowizm			
w 1945			
garda			
Robert Dole	Dole		
lepkości			
Republika Federalna Niemiec	RFN		
admirał			
Hawaje			
baretka			
Merkury			
spaghetti			
czardasza			
ziemniak			
Pascal			
Wielkiej Niedźwiedzicy			
torpeda			
szapoklak			
Kongresu Stanów Zjednoczonych	Kongresu USA		
lekarzem			
na trawiastej			
pieszo			
w zaborze austriackim	w austriackim		
tak			
Matylda			
protokóły	protokoły		
baroku			
instrumentem strunowym	strunowym		
tak			
Peter Paul Rubens	Rubens		
szejk			
w 1991			
eksmisja			
bratem			
szwoleżerowie			
MMS-em			
na szaro	szary		
dwóch	2		
na Cmentarzu Łyczakowskim	na Łyczakowskim		
ziarna gorczycy	gorczyca		
w Chinach			
sód			
„Dziady”			
dwóch	2		
podczas I wojny światowej	1		
lorenc			
do Rosji			
sam autor	Antoine de Saint-Exupéry		
w Iron Mana			
z dynastii Piastów	z Piastów	Piastowie	
Tępa Podkowa			
Maurice Ravel	Ravel		
z „Aurory”			
Zeus			
co tydzień	tygodnik		
Jangcy			
szachach			
kaskader			
sympatia względem obcych	sympatia		
zielony			
Christiaan Huygens	Huygens		
cztery	4		
ławnik			
powieka			
Kazimierz			
azotowy			
nad Tybrem	Tyber		
z Grimaldich			
nigdy	wcale	zero	0
janczary			
Tadeusz Syryjczyk			
Chałupy			
Ludwik XIV			
w Auschwitz			
tak			
liczby pierwsze			
bezy			
sześćdziesiąt dwa	62		
Wisła Kraków			
w XVIII	18		
w 1925			
dziesiąty	10		
Potop Szwedzki			
Mazurek			
elektronów			
tak			
we Francji			
po irlandzku			
w Nicei			
Stefan Żeromski			
w Gdańsku			
w Afryce			
Jerzy Hoffman			
termity			
mila morska			
Mazowsze			
w Wilnie			
Atena			
muszlę			
tak			
w kaszę			
Douglas			
Jan Apolinary Michalik			
tak			
dwunastu	12		
Anny Walentynowicz			
Oceanu Indyjskiego			
do chrzanu			
pirofobia			
w XIX	19		
Buonarotti			
Jadzia			
tak			
nad morzem Bałtyckim	nad Bałtykiem		
cyrkonia			
w marcu			
gryps			
do Kmicica			
Gody			
abc	a * b * c		
w Kairze			
Maurycy Beniowski			
ziemniaki			
dla oficerów			
nie			
Chicago			
Rio Grande			
w Filadelfii			
w Barcelonie			
dziesięcioro	10		
tak			
trzy	3		
boazeria			
w Londynie			
niemieckiej			
hot-dog			
Michał			
Pustynia Gobi			
ALMA	Atacama Large Millimeter Array		
poziomo			
plac Zamkowy			
pieszo			
Artemidę			
katedra			
Kortezy			
marsza			
Juana Perona	Juana Peróna		
tak			
w „Jeziorze Łabędzim”			
korkociągu			
gaziki			
na cmentarzu Père-Lachaise			
w XVI	16		
nie			
Sewan			
Joanna			
w kujawsko-pomorskim			
Samsona			
nie			
z bambusa			
w 1919			
walet			
słuchy			
w Nowym Jorku			
kolarze			
nie miał nogi			
na ulicy Sezamkowej			
Mikołaj Kopernik			
Diego Velázquez			
Zbyszek Cybulski			
trzech	3		
tak			
ktoś młody i niedoświadczony			
dwa	2		
Jedwabny Szlak			
we francuskim	po francusku		
podporządkowujący się normom			
suchy chleb dla konia			
za Jana III Sobieskiego			
witamina C	C		
dwoje	2		
Bernardo Bertolucci			
Żeromski			
Francji			
Kościuszko			
kwadrat			
trzydzieści	30		
Gajusz Mecenas			
jeden	1		
Juliette Binoche			
roślina zielna			
Don Kichot			
Orgon			
łyżwiarstwo figurowe			
w XIX	19		
Gopła			
Jan Matejko			
ósmym	8		
FAO			
saperka			
ojcem			
owczarek niemiecki			
dwa	2		
Maćko			
3			
dwie	2		
z Chin			
91 dni			
renesansu	odrodzenia		
czarnym			
Noe			
tak			
Andrzeja			
słodkiej			
atrament			
wapń			
w Gotham City			
z Argentyny			
Henryk			
wsadziła go do buta			
w Jałcie			
w Rzymie			
Bohun			
literatury			
Paweł			
Instytut Pamięci Narodowej			
przez żołądek			
10000			
sny			
nikt			
tak			
trąbka Eustachiusza			
z piłką nożną			
cytologia			
Breda			
ze Szwajcarii			
tak			
w Los Angeles			
Jurata			
Robert Ludlum			
tak			
egzorcyzm			
musiał sam			
tak			
tak			
z Wielkiej Brytanii			
w Toruniu			
w Toruniu			
gwarek			
zapora Hoovera	tama Hoovera		
szczypior			
linienie			
Ewa			
Piastów			
Niderlandów	Holandii		
Rodzinka.pl			
holenderskiej	był Holendrem		
betulina			
10 lat			
kapo			
przed obżarstwem			
Marsylianka			
Gaskonia			
Rogalin			
za Stefana Batorego			
Afrykę i Azję	Azję i Afrykę		
salamandra olbrzymia			
zwierzę			
Amazonka			
psychokineza			
Tadeusza Kościuszki			
od Leszna			
Krakowa			
nie			
Czyngis-chana	Dżyngis-chana		
do Morza Śródziemnego			
Pinokiowi			
Czuwaj!			
świnki morskiej			
inkaust			
islam			
snycerz			
Stefan Żeromski			
kundel			
o złodzieju			
zawyżona			
kardiologiczny			
na Kapitolu			
Walery			
kaduk			
dwóch	2		
na klarnecie			
w uchu			
Guglielmo Marconi			
poker			
etykieta			
z Francji			
„Mazowsze”			
ratyfikacja			
Orlean			
kondominium			
Michael Douglas			
praskiego	w Pradze		
grypy			
żubr			
z piernika			
z Niemiec			
Burbonów			
Habsburgów			
bez ognia			
Zeus			
zwrotniki			
Mahomet			
klezmer			
pięć	5		
pięta			
Kazimierz Kaczor			
sześć	6		
pozarządowa			
mugole			
ręczną			
Bogusław Linda			
tak			
ZSRR			
co roku	1		
bambus			
Londyn			
Rawlison			
dwa	2		
kurza ślepota			
„Noce i dnie”			
Spectator			
lir			
Pirx	1944		
ponczo			
osoba hodująca ryby w akwarium			
mędrcy			
nie			
kłąb			
Rów Portoryko			
10			
chór Dana			
28			
Juliusz Cezar			
pierwszego	1		
bicykl	welocyped		
Jagiellonowie			
20			
zegar			
kapusty			
repertuar			
Kazik Staszewski			
bitwę morską			
w Azji			
Tadeusz Kotarbiński			
a vista			
nie			
na Białorusi			
nad Zatoką Meksykańską			
korona słoneczna			
20 km/h			
Juliusz Cezar			
na dzwonach			
żelaza			
Ferdinand von Zeppelin			
Błękitna Dywizja			
dwa	2		
1000 m	1 km	kilometra	
Gdynia			
Mars			
Karen Blixen			
w dnie oka			
urzędnikiem broniącym spraw plebsu			
tak			
Cisawa			
Rembrandt van Rĳn	Rembrandt Harmenszoon van Rĳn		
biologia			
Nieszpory sycylijskie			
w Tajlandii			
gdakanie			
skok wzwyż			
tak			
Odessa			
poniedziałek			
śpiesz się powoli			
grażdanka			
w 1945			
nie			
Midas			
wodą			
Indira Gandhi			
hiszpańskiego			
w astronomii			
Niemiec			
Pierścień Rybaka			
nie			
chloroform			
w XIX	19		
RAF			
na Hawajach			
Krystyna Janda			
Złoty Niedźwiedź			
oktawa			
2 pi radianów	2 π		
rój			
sejsmograf			
tak			
palpitacja			
dwanaście	12		
z łaciny	z łacińskiego		
Wenus			
trójząb			
Doman			
Stanisława Celińska			
w 1940			
1 marca			
tak			
tak			
herbarz			
Parsęty			
we Lwowie			
mniej			
twarde prawo, ale prawo			
z Panamy			
w Groznym			
Józef Chełmoński			
Maroko			
daktyloskopia			
Krzyżacy			
nad Moskwą			
John Wayne			
Kalkuta			
z NRD			
butelka lejdejska			
Kazimierz Wielki			
seppuku	harakiri		
lazurowego	niebieskiego		
szogun			
zakładana na dłoń aktora			
tysiąc	1000		
Luciano Pavarotti			
adagio			
Nicolas Cage			
prezydent			
Wysokiej Tamie Asuańskiej			
byli śpiewakami operowymi	śpiewem operowym		
karaluch			
tik			
od głowy			
tak			
EEG	elektroencefalogram		
Jane			
sztolnia			
w Londynie			
ręka rękę myje			
nad Zatoką Fińską			
taniec			
Afrodyta			
Quentin Tarantino			
w Poznaniu			
pod Waterloo			
Henri Bertini			
Bereniki			
z Halki			
anagram			
pierwszy	1		
w Krakowie			
Fiodor			
rzeźbiarstwem			
na Ukrainie			
Czartoryscy			
posprzątanie stajni Augiasza i schwytanie koni Diomedesa	schwytanie koni Diomedesa i posprzątanie stajni Augiasza		
kręgle			
Nabuchodonozora			
6378 km			
Krakowa			
od XIX			
trójkąt			
demografia			
na Oceanie Indyjskim			
śląskiego			
Krakatau	Krakatoa	Krakatao	
Zosia			
Kubuś			
w Gruzji			
Piotr Fronczewski			
tak			
Ariusz			
tak			
Waga			
w Polsce			
tak			
Apollo			
szybko			
trotyl	TNT		
tak			
srebro			
Żegota			
w futbolu amerykańskim			
Dama Pikowa			
w 1974			
toster			
Canaletto	Bernardo Bellotto		
Hermiona			
w domu najlepiej			
Tatrzańskiego Parku Narodowego	Tatrzańskiego	TPN	
Posejdona			
żadnego			
nie			
Wiech			
Czyngis-chan	Dżyngis-chan		
na rowerach			
Brunona Schulza			
Ligia	Kallina		
kabriolet			
świerk			
gorący			
nie			
cygar			
raz	1		
z Afryki			
objętości			
trzydzieści	30		
teokracja			
w Krakowie			
nie			
z Francji			
Charlie Chaplin			
Julia Roberts			
nad Oceanem Spokojnym	nad Pacyfikiem		
Leonard Pietraszak			
piramida Chefrena			
dziesięć	10		
maca			
Plejady			
Abbey Road			
bobry			
Cieśnina Gibraltarska			
w XIII	13		
że jest w ciąży			
siekacze			
do Śródziemnego			
adaptacja			
tara			
Brigitte Bardot			
w Tatrach			
ciasto z owocami			
w Ameryce Środkowej	w Ameryce Północnej		
Ryby			
Sejm Niemy			
Nikozja			
Hiszpanii			
spam			
quod erat demonstrandum			
w 3			
Montezuma			
Michał Wołodyjowski			
weterynaria			
mątwa			
rafineria			
Aniela			
pianola			
Confiteor			
samolotem			
George Sand			
w Watykanie			
z jabłek			
podziemny			
sześć	6		
judaizmu			
łabędzia			
Herakles	Herkules		
kawalerii			
tak			
z Piastów			
kolarstwo górskie			
ptaka			
na przedzie			
w Warszawie			
pasożyt			
Michael			
był Francuzem	francuskiej		
Pińsk			
Bonaparte			
Pasteur			
OAS			
Hipokrates			
Stany Zjednoczone	USA		
rok			
Wielka Brytania			
w Wiedniu			
w XIV	14		
Hipolit			
Elba			
Aleksandra II			
w XIV	14		
biały i niebieski	niebieski i biały		
lewą			
niedźwiedź			
chcąc nie chcąc			
w Indiach			
969			
„Brzydkie kaczątko”			
konia			
w Anglii			
„Wesele”			
w Moskwie			
Francji			
tak			
immunitet			
Wenus			
Jutrznia			
królowej Zofii			
Ermitażu			
nad Oceanem Spokojnym	nad Pacyfikiem		
minister bez teki			
amfibia			
tak			
w XIX	19		
Graham Bell			
